type,par_rank,tier,female,k_rank
2.0,0.7025127212206522,6,0.52930731,0.67597651
2.0,0.6483567719929727,8,0.45016077,0.53289169
2.0,0.6317223111788431,6,0.49508196,0.61841357
1.0,0.4595255856086004,9,0.54342866,0.52668208
1.0,0.6032621661622561,9,0.48383859,0.53715765
1.0,0.5170194593831764,9,0.56937802,0.52518898
1.0,0.5447280265036083,9,0.60281384,0.5229134
1.0,0.6102809880234857,9,0.51976526,0.54496753
2.0,0.6513935995252826,6,0.50527424,0.6511060000000001
1.0,0.4185092961855862,9,0.60496807,0.48729992
1.0,0.5743788197856098,9,0.51767594,0.51807904
1.0,0.5360704660415649,5,0.59824783,0.59273595
2.0,0.7924471173831121,4,0.56379426,0.69591528
2.0,0.6821054074367161,6,0.58344805,0.66893345
1.0,0.5673512429297967,9,0.51103681,0.53834891
3.0,0.4838576280014487,10,0.24237382,0.60870653
2.0,0.7901146562835425,4,0.55268019,0.70475048
1.0,0.48220766291558104,5,0.51409137,0.62283009
3.0,0.6756176551183065,10,0.062146890999999996,0.76224446
2.0,0.4163771597912135,6,0.76016098,0.59173489
1.0,0.5866770686087633,7,0.47337568,0.50273818
2.0,0.6027346351478673,6,0.5050633,0.66584432
1.0,0.4440530637900035,9,0.44820717,0.5240553
2.0,0.6433821519215902,6,0.58928573,0.67386669
2.0,0.6400013635555903,6,0.67833334,0.63895571
2.0,0.6842310134204189,6,0.76029056,0.63858461
2.0,0.6330713619311303,6,0.56550217,0.56032425
3.0,0.4097056388854981,12,0.9212963,0.41979733
3.0,0.6813284357388815,12,0.97402596,0.43530434
2.0,0.5656571823177916,6,0.57090908,0.62771046
2.0,0.731984745430041,6,0.59797466,0.72266442
2.0,0.7671715859342021,6,0.59077525,0.69433767
2.0,0.5844419306784661,6,0.61494619,0.56912273
2.0,0.8304584823979271,1,0.48711112,0.78762174
2.0,0.6461583907061285,8,0.08118812,0.69287711
2.0,0.7119578920965517,6,0.58823532,0.71640044
1.0,0.5055690445348562,9,0.55190539,0.46638551
1.0,0.607108798606825,9,0.49441412,0.53861642
1.0,0.4707445356467251,9,0.63519311,0.49060163
3.0,0.5237582127253214,12,0.025270757999999997,0.58460808
2.0,0.6966562668482462,6,0.56312627,0.54492825
1.0,0.3497748579217794,9,0.68388104,0.43947351
1.0,0.6686440380432337,5,0.58909827,0.62338138
1.0,0.5356739196785201,9,0.53377265,0.52513945
1.0,0.3848395645618439,9,0.5154959,0.50921881
1.0,0.4586298979512828,7,0.48710603,0.50024265
1.0,0.4234974856485523,9,0.5243808000000001,0.48435375
1.0,0.6338790148620976,5,0.58344924,0.6223231
1.0,0.5839281869672974,5,0.56413221,0.5528512
2.0,0.5691815377310672,6,0.53144264,0.57371753
1.0,0.4898232837576449,9,0.5481264,0.47575799
3.0,0.3032238008953753,12,0.98368299,0.3778342
1.0,0.6679222697702676,5,0.55151016,0.64641625
1.0,0.5191240589076207,7,0.53374541,0.48310146
1.0,0.4760645531791022,9,0.56386292,0.48888844
1.0,0.4971948961416881,9,0.57620817,0.5233584
1.0,0.6939269333475948,5,0.59008199,0.64841032
1.0,0.5741287883289803,9,0.55133384,0.53774226
1.0,0.5409064300771883,5,0.57618666,0.54916871
2.0,0.6614670157432556,6,0.60330576,0.60065895
1.0,0.6743064693658587,5,0.60770577,0.58984917
2.0,0.6180005129079641,6,0.57971013,0.55318338
1.0,0.4311997565985378,5,0.54474044,0.49690107
1.0,0.4129229654756825,9,0.51910114,0.52102381
1.0,0.5789085875974489,5,0.55034214,0.57686985
1.0,0.33849541249189397,9,0.66838044,0.46994525
2.0,0.6709303925298664,6,0.67514676,0.54053748
1.0,0.6324796174766384,5,0.57797354,0.61059248
1.0,0.4511613935959049,9,0.54308945,0.51522392
2.0,0.7159354483077903,6,0.55010021,0.6030333000000001
3.0,0.4630246708142021,10,0.32158399,0.52739316
1.0,0.3538530462723823,9,0.66492832,0.43928879
2.0,0.6676479289136781,6,0.71932513,0.60667574
1.0,0.5843592217283087,5,0.58141303,0.55570668
1.0,0.5094606504428187,7,0.57191271,0.51348507
1.0,0.6170779693353953,9,0.49323493,0.5453068
1.0,0.4668834413898974,9,0.50492859,0.50301731
1.0,0.3132521892026632,9,0.54610598,0.48996896
1.0,0.4147306283315023,9,0.55917668,0.48898956
1.0,0.6546130016230155,9,0.50521231,0.55670297
1.0,0.3729984164237976,5,0.58964145,0.51942575
2.0,0.6975252470079578,6,0.63819093,0.67839539
2.0,0.6923065185546875,6,0.63913041,0.66829377
2.0,0.6497375766436259,6,0.73498964,0.63479525
2.0,0.8018884126801606,4,0.61042619,0.66412324
2.0,0.656499838658944,6,0.15838288,0.75217789
2.0,0.7451335375763707,4,0.57164949,0.63107884
1.0,0.4494564433245395,12,0.42345276,0.48954487
2.0,0.6516030232111613,6,0.71900827,0.64191413
2.0,0.5275279393698503,8,0.52865064,0.51437205
2.0,0.6254435470849715,6,0.52507377,0.62094414
2.0,0.8063586685656384,2,0.55201501,0.73777747
3.0,0.4705625375111898,12,0.95220393,0.38356099
3.0,0.4145459830760956,12,0.96836984,0.35084203
3.0,0.5973380208015442,12,0.97083336,0.36452317
3.0,0.4325804015000661,12,0.95187163,0.35583231
3.0,0.5177963773409525,12,0.95890409,0.39250818
1.0,0.6120018063855819,5,0.60918581,0.58911574
2.0,0.7204978343927197,6,0.67708331,0.66118622
1.0,0.4893994331359863,9,0.43944636,0.50711071
1.0,0.5525767408209448,9,0.46425045,0.52878851
2.0,0.6785048445065817,6,0.59923667,0.6061545
1.0,0.4149022702388312,9,0.55144036,0.51018441
2.0,0.5936930799552568,6,0.56160456,0.54954159
3.0,0.2973347008228302,11,0.80582523,0.41791362
1.0,0.6117894532641178,9,0.53934008,0.5334005999999999
1.0,0.6841645899553219,5,0.5820451999999999,0.5001542
2.0,0.8203825178455781,6,0.56006181,0.75893283
2.0,0.6229800183634591,6,0.5414175999999999,0.64614016
3.0,0.5923046867052714,10,0.9067023999999999,0.51616287
1.0,0.5956908159255981,5,0.83393103,0.56278616
2.0,0.5086778151866806,6,0.55197656,0.48541725
1.0,0.3970060381763202,5,0.58564693,0.50739497
1.0,0.44222646105194,9,0.53862458,0.47295529
1.0,0.5164050700722238,9,0.46554935,0.46692276
2.0,0.5634365554376275,6,0.71269488,0.59656173
1.0,0.6105092476405528,5,0.41809008,0.6239993
2.0,0.568565142787005,6,0.38845554,0.59054875
1.0,0.5403102022107165,9,0.50633913,0.51350415
2.0,0.4780622961396031,8,0.72011662,0.49747732
1.0,0.6472072675337199,5,0.59411764,0.64355063
2.0,0.6916278600692749,6,0.64460784,0.59041995
1.0,0.4692486875629629,9,0.55734193,0.48310643
1.0,0.4101570961273617,9,0.62328178,0.46799552
1.0,0.5034488246781379,5,0.58136278,0.60998654
1.0,0.5901646361809069,5,0.58641481,0.59683084
2.0,0.6229545290237651,8,0.50566894,0.51482314
3.0,0.5032030741373698,11,0.875,0.40183318
1.0,0.4640789279198213,7,0.55801105,0.49064922
1.0,0.6000899877889376,5,0.59868419,0.5995844
2.0,0.64837330950388,6,0.33741081,0.71618438
1.0,0.5518473784128824,5,0.57409668,0.64097172
2.0,0.3379706243673961,6,0.5546875,0.50634408
2.0,0.6389044928137959,6,0.61500412,0.60215473
1.0,0.5328336176270212,7,0.56834948,0.51666677
1.0,0.6822274557305681,5,0.582537,0.65130919
3.0,0.36376683644595603,10,0.42261904,0.44254932
2.0,0.664082407951355,6,0.69300914,0.59980655
1.0,0.6006299420369305,9,0.46625564,0.54980844
2.0,0.7069988560437245,4,0.59130019,0.71979797
1.0,0.5286152952617699,9,0.54860139,0.47245207
1.0,0.5671754266822849,5,0.5248307,0.5989694000000001
1.0,0.6547715563263279,5,0.44285145,0.5524922
1.0,0.4335566237568855,9,0.44097221,0.45825106
1.0,0.4770606022491558,9,0.51298118,0.49847394
1.0,0.4249669057907813,5,0.51793528,0.53492987
3.0,0.2688297430674235,12,0.79136693,0.46285877
3.0,0.330303559700648,10,0.80748665,0.37655771
3.0,0.3058277467886607,11,0.85546875,0.43070287
3.0,0.6146247188250223,11,0.91772151,0.49053591
1.0,0.5782800946071031,9,0.46779731,0.54646355
1.0,0.5378584705340634,5,0.61019111,0.56778264
1.0,0.4937036376507556,12,0.48196721,0.43138105
2.0,0.7098367161986323,6,0.62348557,0.50892764
2.0,0.8125556119960221,2,0.48954985,0.70487088
2.0,0.2523611237605413,12,0.91666669,0.385196
2.0,0.6443650867765313,6,0.52052981,0.64370984
2.0,0.6308104680580766,6,0.4968102,0.60509735
2.0,0.5266177806854248,8,0.62666667,0.60663944
1.0,0.6499469478925071,9,0.56258893,0.5612520000000001
2.0,0.5988608618793281,6,0.54565215,0.55978584
2.0,0.5754623440291377,6,0.69294608,0.58368534
2.0,0.6167260869532019,6,0.5608108,0.56401068
3.0,0.6036148878173658,10,0.11588331,0.51047486
2.0,0.8066314042797907,4,0.56217349,0.65742642
1.0,0.4483032242082017,9,0.57648492,0.47879541
2.0,0.5570989460387128,8,0.53191489,0.41841272
1.0,0.4326992928981781,9,0.59188032,0.51492196
2.0,0.6218487825609397,6,0.59756923,0.67716718
1.0,0.4809826232923201,9,0.48404256,0.54175287
2.0,0.6229175171810827,6,0.57575756,0.58107734
1.0,0.4756610710899552,9,0.43939394,0.49757189
1.0,0.5074325020496662,9,0.61077845,0.46896926
1.0,0.5386044469501813,9,0.50194365,0.51893997
1.0,0.5583577165291189,9,0.55745804,0.49262205
1.0,0.5895995254694808,9,0.51245755,0.52100301
3.0,0.5794911604329764,12,0.93734938,0.40083498
1.0,0.5121277602513631,9,0.5535484,0.50667995
2.0,0.5995148825148742,6,0.54895836,0.57011944
1.0,0.4585648370608119,9,0.57455468,0.48944119
1.0,0.4854434083066894,9,0.53810042,0.49559408
2.0,0.6631239273818995,6,0.61192352,0.57713586
1.0,0.6937832469629557,5,0.5714727,0.69400525
2.0,0.7589283202476207,2,0.56304109,0.72598773
2.0,0.6844996066262189,6,0.57876712,0.64916283
2.0,0.8315647530394632,2,0.53783786,0.78446192
1.0,0.6712978477494922,5,0.61381751,0.59656423
1.0,0.5789478421211243,9,0.59393156,0.5109877
1.0,0.7626237552328907,3,0.29301402,0.78759992
1.0,0.5059110350317829,9,0.50814843,0.50382364
1.0,0.5579479366583544,9,0.56990504,0.50498176
1.0,0.4302051069680601,9,0.51775569,0.44753343
1.0,0.6325033651440857,5,0.51575565,0.60933268
1.0,0.5611550161494544,5,0.62313432,0.57804483
1.0,0.6127896962941785,5,0.63036489,0.59146136
2.0,0.6094704951186148,6,0.97811818,0.59551227
1.0,0.6214419574964614,9,0.55879498,0.53999937
2.0,0.7956378964490669,4,0.53139538,0.71904391
3.0,0.2956875826614772,12,0.76550388,0.45754644
1.0,0.4012198915713295,9,0.50336349,0.52627963
1.0,0.4654407400018438,5,0.48829040000000007,0.53098613
3.0,0.5525843310985062,10,0.67625898,0.51084119
1.0,0.4959384401639302,9,0.47385621,0.51795554
2.0,0.6322912772496542,6,0.49771689999999996,0.64500237
2.0,0.7612335525060955,4,0.53070176,0.69809091
2.0,0.6931025137171698,6,0.64966553,0.56443638
1.0,0.5788170392784077,7,0.56751388,0.50383353
2.0,0.6524613839564937,6,0.60198021,0.5892545
2.0,0.7134027928649308,6,0.7053891999999999,0.61323822
2.0,0.5839968425558014,6,0.58246654,0.50491297
2.0,0.5823399225870768,6,0.57478005,0.60096395
1.0,0.3571703313295336,5,0.53739274,0.5399331999999999
3.0,0.6504547932873601,10,0.67826086,0.58276242
1.0,0.61089832712188,9,0.4726688,0.52704036
1.0,0.6889659745222706,5,0.59756398,0.61749804
2.0,0.5692820780874512,6,0.66802442,0.59482169
1.0,0.4827089283396216,9,0.54524887,0.50651133
1.0,0.5300081760229053,9,0.56004977,0.52027488
1.0,0.5630195645061701,7,0.56756759,0.51834023
1.0,0.4464488041614477,9,0.70032573,0.46692988
2.0,0.64768086779041,6,0.44753748,0.53338164
1.0,0.6477065507037225,9,0.47680691,0.55719364
1.0,0.5412262298446746,9,0.53253895,0.49292886
2.0,0.6748799946293015,6,0.47780126,0.58251971
2.0,0.608981074200603,6,0.46901172,0.57417804
1.0,0.5207461007533133,9,0.54340452,0.48443365
2.0,0.7642300493080899,4,0.56591642,0.6582756
1.0,0.5833469184965318,9,0.5098719,0.5324139
2.0,0.7167583107948303,6,0.52263373,0.57931173
1.0,0.5173178546532528,9,0.51094562,0.47044379
1.0,0.4738968416930945,7,0.5632745,0.49302554
2.0,0.7479443159743725,4,0.56466705,0.71228671
1.0,0.6032606206940403,9,0.44742608,0.50389218
2.0,0.6637949719759917,6,0.77758008,0.68861669
1.0,0.3454068501790364,9,0.53470439,0.45421335
1.0,0.5653022836555134,9,0.51575756,0.55828577
1.0,0.3227595197302954,9,0.60784316,0.41935501
2.0,0.3800682922204335,8,0.29953918,0.52954197
2.0,0.8100834653780955,2,0.52515244,0.72578424
2.0,0.6802073011447264,6,0.64071858,0.6560505
2.0,0.7935535241948798,6,0.0079787234,0.72805804
2.0,0.7235512604928129,4,0.57464457,0.53371233
2.0,0.6164132847499124,6,0.62933528,0.65327257
2.0,0.5648865191662897,6,0.64549178,0.52344412
2.0,0.7439369239514066,6,0.54929578,0.65755254
2.0,0.6125774573064545,9,0.92233008,0.54081583
2.0,0.6531561106770251,6,0.52791625,0.60332167
2.0,0.6921940644582113,6,0.5670885999999999,0.59098089
1.0,0.6511923181629884,9,0.53281856,0.56361514
1.0,0.6434411424140074,9,0.48916408,0.55716866
3.0,0.6488723785158188,10,0.90158731,0.52372259
1.0,0.4143750613899593,7,0.64928907,0.51578569
1.0,0.5611528969192254,9,0.55185634,0.52529913
1.0,0.4641159100302806,9,0.49192709,0.52118742
2.0,0.6709228978631923,6,0.56262833,0.65335083
2.0,0.8196407729372469,1,0.46851698,0.76780713
2.0,0.7755240991832765,2,0.3211382,0.78961754
2.0,0.6415374502649688,6,0.50221568,0.64889324
2.0,0.7908818493646113,2,0.54492414,0.70834351
2.0,0.550627036575119,6,0.4460094,0.59666204
1.0,0.5395232301518841,9,0.49809441,0.56511563
1.0,0.4495825959607888,9,0.45971563,0.44764078
3.0,0.4619511949377839,11,0.49498969,0.54028553
1.0,0.5976517454958917,9,0.49373958,0.52684915
2.0,0.6084859750267617,6,0.48579162,0.63707584
1.0,0.4811291780694529,9,0.35456476,0.54906207
1.0,0.5291912525320274,5,0.52547979,0.58324295
2.0,0.7233090400695801,4,0.5816555,0.6133979
1.0,0.5588665526273752,9,0.50446647,0.50424194
3.0,0.4601162572701772,11,0.80917877,0.41725114
1.0,0.4787306463466153,9,0.46283233,0.51582015
3.0,0.5171721776326498,10,0.41266796,0.55256963
2.0,0.57830753092149,9,0.49751243,0.5599553
3.0,0.5199137926101685,10,0.76489025,0.53143078
2.0,0.6284057736626258,6,0.59672761,0.62054551
1.0,0.5001485049724579,9,0.59710145,0.50651437
1.0,0.5295499734675839,9,0.48039621,0.52128041
1.0,0.5753618736085725,9,0.58225042,0.54730541
2.0,0.5440655799830602,6,0.58356941,0.60770637
1.0,0.4826441257887335,9,0.53442401,0.5184865
1.0,0.5199042494254628,9,0.5485635999999999,0.51608336
1.0,0.4233347087295404,9,0.53386742,0.48230004
2.0,0.6050818890333176,6,0.52812499,0.63453603
2.0,0.7380520900090536,6,0.59139782,0.68564665
1.0,0.5147476263030405,9,0.43708426,0.51161444
2.0,0.3850180010000865,8,0.73099416,0.49505129
2.0,0.6922484968808288,6,0.54631382,0.68378055
2.0,0.7113634552734699,6,0.99420851,0.56732374
1.0,0.4151708086331685,9,0.56117356,0.48932073
2.0,0.6148382181026897,6,0.75956285,0.63741577
1.0,0.5544239926791248,9,0.54346794,0.5207925999999999
2.0,0.6660324136416117,6,0.88976377,0.59991908
2.0,0.7506010900690869,6,0.59245282,0.6421693
1.0,0.4553315122534836,9,0.56803733,0.46230912
2.0,0.6286839262672139,6,0.63298488,0.56044495
1.0,0.5127951977350941,9,0.5660274000000001,0.51639527
2.0,0.6421181957842568,6,0.68548387,0.59748489
1.0,0.4657649397850037,9,0.53243762,0.53292727
1.0,0.6609189913781949,9,0.47921762,0.55126935
1.0,0.45527952909469604,9,0.57225436,0.50737077
2.0,0.5560000790027609,6,0.45885286,0.57601857
2.0,0.5902019542488726,6,0.67221195,0.65322775
1.0,0.3315899602422904,9,0.56142789,0.48283547
1.0,0.5659986481787687,9,0.42446524,0.56385976
1.0,0.6554568084656384,5,0.579638,0.55708909
2.0,0.6391479229371164,6,0.63471502,0.59736621
2.0,0.6051198244094849,6,0.58357769,0.54823017
2.0,0.5101251693327999,6,0.59078211,0.56584477
1.0,0.5307264924049377,9,0.46535325,0.54100865
3.0,0.4401183327039083,11,0.84353739,0.42591354
3.0,0.5142387946446737,11,0.08695652300000001,0.67441154
3.0,0.4599046956102248,10,0.14208721,0.56428504
1.0,0.5649265168837359,5,0.53435117,0.51970506
3.0,0.5369035998980204,12,0.36923078,0.46473381
1.0,0.6147754442348297,9,0.50284594,0.54435575
2.0,0.6224162118750716,6,0.5385734999999999,0.63601446
1.0,0.4678335912530329,9,0.4950847,0.49525920000000007
3.0,0.6020896870457182,10,0.48900294,0.55012852
2.0,0.6477811248815677,4,0.26839238,0.76916295
3.0,0.3281305432319641,12,0.95212764,0.42113045
1.0,0.7234998583887542,5,0.59974402,0.67510861
1.0,0.5609206896572606,9,0.49452269,0.52632862
2.0,0.771497706915453,4,0.58006644,0.72663271
2.0,0.6676359371677119,6,0.92670155,0.60715461
1.0,0.3518242489744229,9,0.53970641,0.49419892
1.0,0.4433162907759349,9,0.47647059,0.49902349999999995
1.0,0.485934444562174,9,0.4681769,0.54405373
1.0,0.4756249034347096,7,0.55912936,0.49473757
2.0,0.5475198030471802,6,0.37627119,0.60533005
1.0,0.6156907679820259,5,0.53822351,0.59111696
1.0,0.5915287795115339,5,0.5543977,0.59639502
1.0,0.6899469277499887,5,0.5710900999999999,0.61015254
3.0,0.4449564615885417,12,0.70129871,0.44094676
3.0,0.4482966363430023,12,0.10682493,0.44383961
3.0,0.5795217553774515,11,0.091743119,0.49328089
3.0,0.2914586265881856,11,0.55434781,0.37850547
3.0,0.355559766292572,12,0.78787881,0.39207876
3.0,0.4613050659329204,10,0.61894673,0.46906307
3.0,0.4512030532240202,11,0.52615541,0.46345818
3.0,0.5400893886884054,11,0.69656491,0.50381476
3.0,0.2551170587539673,11,0.73023254,0.38172649999999997
2.0,0.6616881989083199,6,0.47277629,0.69227666
1.0,0.5158290012536577,9,0.46539792,0.55786192
1.0,0.47456226593031703,9,0.47378162,0.5379529000000001
1.0,0.6756872392439877,5,0.46161339,0.69768214
1.0,0.5392345885217216,9,0.51649803,0.5434739000000001
1.0,0.5974854418249691,9,0.47858822,0.52236444
1.0,0.4666300027485353,9,0.57951808,0.46967351
1.0,0.4236790835857391,9,0.56070942,0.50267196
2.0,0.7469902336887914,6,0.55750489,0.68663323
1.0,0.5244648080814391,9,0.55246794,0.48456629999999995
1.0,0.5546154899800078,9,0.54932302,0.51101714
1.0,0.5621036243851442,9,0.55595815,0.50630993
1.0,0.5033564931096662,9,0.5801126999999999,0.51393908
1.0,0.3770555524738288,5,0.60664022,0.54825926
1.0,0.5416626364818622,5,0.5545611999999999,0.54711288
2.0,0.637406607468923,6,0.46718147,0.62791878
1.0,0.5236271935173228,9,0.63607597,0.5289703
1.0,0.5249406873413874,9,0.52635717,0.49913538
1.0,0.7950315334061768,5,0.59782374,0.70458609
1.0,0.3824561769325359,9,0.6397059,0.44388524
2.0,0.5817397634188334,6,0.57004833,0.62917364
1.0,0.4867143117896232,9,0.50822371,0.50105023
1.0,0.5741341005356508,9,0.51635307,0.53928053
1.0,0.5420558329752682,9,0.51107997,0.50290948
1.0,0.4782445691232606,9,0.53543305,0.50688636
1.0,0.3561462759971619,9,0.58333331,0.4610891
1.0,0.574239907800932,9,0.54703099,0.49447346
1.0,0.5046354333559672,9,0.51847136,0.48082009
2.0,0.6453040639559428,6,0.53944564,0.56326616
2.0,0.7222359111816371,6,0.5490368,0.70590144
1.0,0.5943715351396623,9,0.51636076,0.52077901
1.0,0.4791986048221588,9,0.59273183,0.50984168
1.0,0.5426776137315865,9,0.55497837,0.5173412000000001
2.0,0.7818178694767544,2,0.41768512,0.76922953
2.0,0.5808529679346479,6,0.4617593,0.56981134
2.0,0.4879839782022004,9,0.21652421,0.53292674
1.0,0.6559722894602033,9,0.49544376,0.54009408
2.0,0.6147614356536599,8,0.50812066,0.50179547
1.0,0.4863916403009692,9,0.61984736,0.46392575
1.0,0.6538616723198365,9,0.51079988,0.55772048
1.0,0.4389707660471929,9,0.50978589,0.49967858
2.0,0.6454425949587601,6,0.54219407,0.54955882
2.0,0.6795724326222795,6,0.57289296,0.68216825
2.0,0.7846646820333102,4,0.55941117,0.682895
1.0,0.5951667634159437,9,0.49316388,0.51186097
1.0,0.5539312561353048,9,0.57894737,0.5261116
2.0,0.6674081067728802,8,0.57398373,0.48622969
1.0,0.5268890108712033,9,0.56501079,0.51660722
1.0,0.6712224467656754,5,0.48891681,0.65586811
1.0,0.4782259563604991,9,0.54409319,0.51843941
1.0,0.5876494636064504,5,0.61672586,0.64273107
1.0,0.6850104190499461,5,0.5923022,0.61919016
2.0,0.4001922276236156,8,0.61164331,0.47872349999999997
1.0,0.5539870495460814,9,0.57262999,0.51126146
1.0,0.6858885321910625,5,0.59569985,0.56603056
1.0,0.6035921285010171,5,0.59103358,0.57841522
2.0,0.6174906877608135,6,0.53304595,0.5045681
1.0,0.4695107079346574,5,0.54618877,0.51825672
2.0,0.5994873552365638,6,0.49659863,0.6087538
2.0,0.8251748879750571,2,0.55638474,0.65643775
1.0,0.5158830729036255,9,0.51299232,0.52386218
2.0,0.6921937237697768,4,0.17861886,0.83900541
2.0,0.5337644225378898,6,0.69565219,0.62914956
2.0,0.48875306098611204,6,0.5160839,0.51220578
1.0,0.3057638506094615,12,0.54504502,0.42908391
1.0,0.4888048212011992,9,0.55994099,0.51624781
2.0,0.5926600323964472,6,0.63287669,0.57332599
3.0,0.4519621133804321,11,0.74703556,0.46333796
2.0,0.6579622885525551,6,0.50994575,0.69871038
1.0,0.4044812659247273,9,0.50594991,0.52514523
1.0,0.5819661326165977,9,0.50167388,0.55410969
1.0,0.5780000880293981,9,0.47988078,0.53627098
1.0,0.4406988223393758,9,0.6015625,0.43594676
2.0,0.6915162480539746,4,0.54444444,0.64277667
1.0,0.6721725130940343,5,0.60052156,0.62204301
2.0,0.6045040547100354,6,0.61285269,0.60358208
2.0,0.6964055071926485,6,0.51978767,0.72754329
2.0,0.6064754512251878,6,0.57398373,0.61742145
1.0,0.4725015858809154,9,0.55589122,0.52139384
2.0,0.4637747256135129,9,0.39416059999999997,0.48586661
2.0,0.8176903368426802,2,0.50614756,0.77352953
2.0,0.6946765299225266,6,0.61904764,0.59117508
1.0,0.4655834621957449,9,0.41535616,0.57326442
2.0,0.5942043976520929,6,0.75984251,0.52582061
2.0,0.73103266954422,6,0.58595192,0.65618002
1.0,0.5179450011929504,9,0.51337415,0.51515943
1.0,0.5304976357258767,9,0.53357315,0.50326908
1.0,0.4736378139273806,9,0.47390109,0.57700127
1.0,0.4994915182983034,7,0.58945119,0.50362211
1.0,0.5865523787144552,5,0.48306841,0.57547873
1.0,0.5367255166552072,9,0.49412915,0.45809174
1.0,0.6156409206370118,7,0.41926345,0.5332762
2.0,0.5723074891350486,6,0.48863637,0.60310638
1.0,0.5729046140152007,9,0.49568462,0.52752554
1.0,0.5674727723569606,9,0.33217993,0.55146194
1.0,0.5682757580957396,9,0.55421686,0.55606729
1.0,0.4327522996865528,9,0.48474178,0.48289141
1.0,0.4660773095561237,9,0.36966464,0.57744777
1.0,0.4986446102460225,9,0.63198459,0.50626516
1.0,0.4752928412578127,9,0.59684682,0.5103786
1.0,0.5713502749439199,5,0.5213386999999999,0.60104376
2.0,0.5853655139605204,8,0.58088237,0.48412749
1.0,0.6130859485459984,5,0.61850154,0.57059693
2.0,0.8163074727411623,8,0.33333334,0.41266483
1.0,0.5506660577884087,9,0.49641025,0.4818317
1.0,0.3812471598757968,5,0.5142349,0.48101056
1.0,0.5321053786424813,9,0.52533042,0.47129679
1.0,0.6017602587424208,9,0.4895232,0.51618487
1.0,0.5561369766663175,9,0.56024504,0.53934973
1.0,0.3048353466202035,9,0.52704054,0.52000922
1.0,0.7038278381029764,9,0.48254931,0.56758934
2.0,0.58234703540802,6,0.73645318,0.60853666
1.0,0.5089987772240486,9,0.43493152,0.46972451
2.0,0.6411470174789429,9,0.5926680000000001,0.46303359
2.0,0.6569938069015606,6,0.26696834,0.69739151
2.0,0.7245977527954999,4,0.54000002,0.62971735
3.0,0.5620011231026698,11,0.34793815,0.52276152
3.0,0.5366526521344221,11,0.31870228,0.49495369
3.0,0.5303953059866459,11,0.37468356,0.5014652
3.0,0.5522563546324893,10,0.33002129,0.50761557
3.0,0.5408200030371767,11,0.35262451,0.48731461
2.0,0.6469214757283529,6,0.60908192,0.68115586
2.0,0.6921651319241904,6,0.5651359,0.67441291
1.0,0.5112414082264305,9,0.54754263,0.56510103
2.0,0.5954942305623734,6,0.57409823,0.53170145
2.0,0.6228168805440267,6,0.53380781,0.55663806
1.0,0.5456606820225716,9,0.54741377,0.52624589
2.0,0.7843171510214773,2,0.42070484,0.78552538
1.0,0.4277909599244595,9,0.5467390999999999,0.47281867
2.0,0.6597305626992584,6,0.59512937,0.61094898
2.0,0.6688827543777932,6,0.75431609,0.52087611
2.0,0.6249037848074929,6,0.27629912,0.67023832
2.0,0.7221759530923351,6,0.60341728,0.61407632
1.0,0.5470706523825589,9,0.53158295,0.50905973
2.0,0.6654433525340512,6,0.48191759,0.67347991
1.0,0.5275346448340962,5,0.54221386,0.53755254
3.0,0.6053820508268645,10,0.95754719,0.5779503
2.0,0.5650815753638745,6,0.48374999,0.57643598
2.0,0.6245210965474447,8,0.51968503,0.51081294
2.0,0.6085358891813528,8,0.48809522,0.50296748
3.0,0.5492314960250407,10,0.79472142,0.51627654
1.0,0.5644609974431208,9,0.52177846,0.52491784
2.0,0.53192138671875,6,0.68018019,0.57159513
3.0,0.4352610607941945,11,0.26292032,0.51452875
3.0,0.3800124837532302,11,0.37669683,0.48623443
1.0,0.4799017435962026,7,0.54064274,0.52738899
1.0,0.4359324143878345,5,0.59080458,0.57497019
2.0,0.6619126317307755,6,0.55729729,0.6001358
2.0,0.4337203696037345,6,0.5756824,0.48994029
2.0,0.7086823633988287,6,0.59560722,0.66692847
1.0,0.5242264782148309,9,0.094713658,0.63070095
1.0,0.554903006071816,9,0.47574851,0.50704944
2.0,0.715688243137868,6,0.55870163,0.60366315
1.0,0.4762021402517955,12,0.43093923,0.45381016
1.0,0.5902176021307425,5,0.56940061,0.60967225
1.0,0.581739720159433,9,0.5330524999999999,0.54298383
1.0,0.4488079704812792,9,0.51969087,0.50334126
2.0,0.5124879527272062,6,0.65096402,0.60101771
1.0,0.7159955878140165,5,0.65858841,0.62629873
2.0,0.6898846136301583,6,0.52998066,0.67413801
1.0,0.5793621571735423,9,0.56182414,0.54025877
1.0,0.3879257738590241,9,0.68803418,0.40151072
1.0,0.4076997610082465,9,0.53005576,0.50641221
1.0,0.5576424399109623,9,0.52304202,0.52338982
2.0,0.6038580883220331,6,0.56456953,0.59774715
1.0,0.5337983325048529,5,0.60227275,0.5604011999999999
1.0,0.6545799956695112,5,0.55999571,0.63605243
1.0,0.6005074431895786,5,0.47362813,0.62514597
1.0,0.5441459165782767,9,0.52446187,0.51196843
2.0,0.7491167475154079,6,0.585958,0.68718237
2.0,0.6777239678757327,4,0.65909094,0.68212032
2.0,0.8193210154843965,4,0.57102501,0.75953937
2.0,0.7196318048494077,4,0.63269323,0.62407303
